start,end,shop,pos,equipment,reason,job,duration,note
2021-06-15 09:00:00,2021-06-15 09:15:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,,сварочные работы,0.25,наращивание направляющих работы
2021-06-17 14:00:00,2021-06-17 14:30:00,ЦЛП R250,1020,Лифт для штабелей,,сход,0.5,приводной цепи
2021-06-21 09:00:00,2021-06-21 09:20:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,0.33,скользящей направляющей
2021-06-22 16:50:00,2021-06-22 17:30:00,ЦТГ 2,590,Сито для гранул,,забивание,0.67,воздуховода
2021-06-22 16:50:00,2021-06-22 17:30:00,ЦТГ 2,590,Сито для гранул,,монтаж,0.67,воздуховода
2021-06-24 07:30:00,2021-06-24 08:40:00,ЦЛП R250,600,Подъемный цепной конвейер,,деформация,1.17,тяговой цепи
2021-06-24 07:30:00,2021-06-24 08:40:00,ЦЛП R250,600,Подъемный цепной конвейер,,замена,1.17,1-го метра цепи
2021-06-26 15:00:00,2021-06-26 15:15:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,,бротяжка,0.25,болтов крепления ножа
2021-06-30 10:20:00,2021-06-30 10:25:00,ЦСС,8,Транспортёр цепной с установкой поштучной торцовки доски,,замена звена,0.08,пневмотрубки
2021-07-02 09:40:00,2021-07-02 10:50:00,ЦЛП R250,890,Кассеты для прокладок,,замена,1.17,пневмоцилиндра механизма опускания рейки
2021-07-03 16:10:00,2021-07-03 16:40:00,ЦСС,24,Станок круглопильный Ц6-2М1,,замена,0.5,приводных ремней
2021-07-04 22:40:00,2021-07-04 23:50:00,ЦТГ,360,Пресс-Гранулятор CPM CALIFORNIA 7932-5,,разборка,1.17,ролика
2021-07-06 10:30:00,2021-07-06 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,пальца
2021-07-06 10:30:00,2021-07-06 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,ролика
2021-07-07 17:40:00,2021-07-07 18:10:00,ЛСБ,4,Грузовой стол 2,,замена,0.5,приводной цепи
2021-07-08 11:20:00,2021-07-08 11:35:00,ЦЛП R250,90,Окорочный станок,,установка,0.25,ножа 1-го ротора
2021-07-09 08:30:00,2021-07-09 15:00:00,ЦТГ 2,180,Шнековый конвейер,,изготовление,6.5,"зависание опилок, возгарание стечки в переход к сушильному барабану"
2021-07-10 13:10:00,2021-07-10 13:40:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена звена,0.5,тяговой цепи
2021-07-11 08:20:00,2021-07-11 10:40:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,замена,2.33,приводного ремня
2021-07-12 08:40:00,2021-07-12 08:50:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,натяжка,0.17,тяговой цепи
2021-07-13 20:40:00,2021-07-13 21:10:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,0.5,скользящей направляющей
2021-07-16 08:00:00,2021-07-16 11:15:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,установка,3.25,во время работы ведущего вала
2021-07-16 08:00:00,2021-07-16 11:15:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,выравнивание,3.25,во время работы тяговой звёздочки
2021-07-17 08:00:00,2021-07-17 09:40:00,ЦТГ 2,470,Крутящий шибер,,установка,1.67,сняли с ЦТГ поз.441 шибера
2021-07-19 08:10:00,2021-07-19 08:55:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,установка,0.75,скребка
2021-07-20 08:00:00,2021-07-20 09:00:00,ЦСС,,компрессор KAESER ASK 27,,доливка,1.0,масла
2021-07-20 08:00:00,2021-07-20 09:00:00,ЦСС,,компрессор KAESER ASK 27,,замена звена,1.0,РВД
2021-07-21 08:00:00,2021-07-21 14:00:00,ЦЛП R250,640,Конвейер с поворачивающимися катками вместе с движущимся ленточным упором,,замена,6.0,во время технологического простоя ведущего вала
2021-07-22 15:00:00,2021-07-22 15:20:00,ЛСБ,5,Питатель с механизмом сброса 2,,чистка,0.33,приводных звездочек
2021-07-23 08:00:00,2021-07-23 08:40:00,ЦЛП R250,90,Окорочный станок,,выкручивание,0.67,работа производится 2-м ротором заломыша болта крепления державки ножа
2021-07-23 08:00:00,2021-07-23 08:40:00,ЦЛП R250,90,Окорочный станок,,установка,0.67,работа производится 2-м ротором державки
2021-07-24 08:05:00,2021-07-24 08:45:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена звена,0.67,тяговых цепей
2021-07-25 13:00:00,2021-07-25 13:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,панель,0.67,лесотранспортера
2021-07-25 13:00:00,2021-07-25 13:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,сварочные работы,0.67,работы
2021-07-26 08:10:00,2021-07-26 08:30:00,ЦСС,15,Разобщитель досок (подъёмная горка) 2,,выравнивание,0.33,толкателя доски
2021-07-27 08:20:00,2021-07-27 09:10:00,,,Котельная компрессор U-22,,установка,0.83,компрессора
2021-07-27 08:20:00,2021-07-27 09:10:00,,,Котельная компрессор U-22,,установка,0.83,рессивера
2021-07-28 08:15:00,2021-07-28 09:00:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена,0.75,РВД
2021-07-30 11:00:00,2021-07-30 11:15:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.25,тяговой цепи
2021-07-31 08:00:00,2021-07-31 09:20:00,ЦТГ 2,200,конвейер-элеватор,,замена,1.33,
2021-08-01 08:00:00,2021-08-01 08:20:00,ЛСБ,9,"Транспортёр цепной, подачи брёвен 2",,замена звена,0.33,тяговой цепи
2021-08-02 20:20:00,2021-08-02 20:40:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.33,тяговой цепи
2021-08-03 22:00:00,2021-08-03 22:15:00,ЛСБ,10,Транспортер ленточный подачи бревен,,укорачивание,0.25,приводной цепи
2021-08-04 08:00:00,2021-08-04 08:20:00,ЦТГ 2,360,Пресс-гранулятор,,натяжка,0.33,приводных ремней
2021-08-06 08:30:00,2021-08-06 08:40:00,ЦТГ 2,360,Пресс-гранулятор,,протяжка,0.17,РВД
2021-08-07 09:50:00,2021-08-07 10:20:00,ЦСС,,Накопительный карман №4,,замена звена,0.5,установили на бруски тяговых цепей
2021-08-09 08:20:00,2021-08-09 09:40:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.33,пальцев
2021-08-09 08:20:00,2021-08-09 09:40:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.33,роликов
2021-08-12 12:00:00,2021-08-12 13:15:00,ЦСС,,Накопительный карман №4,,замена звена,1.25,тяговых цепией
2021-08-13 12:00:00,2021-08-13 12:45:00,ЦСС,,Накопительный карман №4,,сварочные работы,0.75,работы
2021-08-14 15:00:00,2021-08-14 15:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,выравнивание,0.75,сбрасывателя накопительного кармана № 30
2021-08-15 12:00:00,2021-08-15 12:25:00,ЦЛП R250,260,Гидроузел,,доливка,0.42,масла
2021-08-16 08:00:00,2021-08-16 08:20:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.33,тяговой цепи
2021-08-18 10:00:00,2021-08-18 10:30:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,приводной цепи
2021-08-19 08:10:00,2021-08-19 09:00:00,ЦТГ 2,70,Сушильный барабан,,регулировка,0.83,роликов
2021-08-21 09:30:00,2021-08-21 11:00:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,укорачивание,1.5,и регулировка тяговых цепей
2021-08-22 09:10:00,2021-08-22 09:55:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сварочные работы,0.75,работы
2021-08-24 08:00:00,2021-08-24 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,3.0,во время работы цеха направляющей сбрасывателя
2021-08-25 10:00:00,2021-08-25 10:20:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.33,тяговой цепи
2021-08-28 08:00:00,2021-08-28 08:50:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,замена,0.83,звеньев тяговой цепи
2021-08-29 09:00:00,2021-08-29 10:00:00,ЦЛП R250,890,Кассеты для прокладок,,замена,1.0,пневмоцилиндра механизма опускания рейки (4 пара)
2021-08-29 09:00:00,2021-08-29 10:00:00,ЦЛП R250,890,Кассеты для прокладок,,протяжка,1.0,захвата рейки (2 пара)
2021-08-30 09:45:00,2021-08-30 10:10:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.42,верхней скользящей направляющей
2021-08-31 09:25:00,2021-08-31 09:40:00,ЛСБ,5,Питатель с механизмом сброса 2,,замена звена,0.25,тяговой цепи
2021-09-01 08:00:00,2021-09-01 08:30:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,протяжка,0.5,крышки гидроцилиндра
2021-09-02 13:30:00,2021-09-02 13:35:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,0.08,вилковой головки
2021-09-03 04:20:00,2021-09-03 04:40:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.33,тяговой цепи
2021-09-04 17:20:00,2021-09-04 17:45:00,ЦЛП R250,1020,Лифт для штабелей,,сварочные работы,0.42,работы
2021-09-06 09:10:00,2021-09-06 09:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.5,РВД
2021-09-07 08:00:00,2021-09-07 09:05:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.08,ролика
2021-09-07 08:00:00,2021-09-07 09:05:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.08,пальца
2021-09-09 08:00:00,2021-09-09 15:30:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,7.5,во время ППР регулирующего клапана
2021-09-10 08:05:00,2021-09-10 08:15:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.17,тяговой цепи
2021-09-11 08:30:00,2021-09-11 09:15:00,ЦЛП R250,480,Скребковый конвейер,,перескочила,0.75,тяговая цепь
2021-09-11 08:30:00,2021-09-11 09:15:00,ЦЛП R250,480,Скребковый конвейер,,натяжка,0.75,
2021-09-13 09:15:00,2021-09-13 09:25:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сход,0.17,тяговой цепи
2021-09-14 13:40:00,2021-09-14 14:00:00,ЦЛП R250,1110,Подъемный цепной конвейер для реек,,перескочила,0.33,тяговая цепь
2021-09-14 13:40:00,2021-09-14 14:00:00,ЦЛП R250,1110,Подъемный цепной конвейер для реек,,выравнивание,0.33,
2021-09-15 08:00:00,2021-09-15 08:20:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена,0.33,звеньев тяговой цепи
2021-09-16 08:30:00,2021-09-16 08:40:00,ЦЛП R250,90,Окорочный станок,,натяжка,0.17,приводных ремней подающего транспортера
2021-09-17 10:00:00,2021-09-17 10:15:00,ЦЛП R250,680,Торцовочный узел пиломатериалов,,ремонт,0.25,трубопровода вытяжки опилок
2021-09-17 10:00:00,2021-09-17 10:15:00,ЦЛП R250,680,Торцовочный узел пиломатериалов,,изготовление,0.25,и установка хомута
2021-09-19 08:15:00,2021-09-19 08:25:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.17,гидроцилиндра
2021-09-20 06:30:00,2021-09-20 07:00:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,тяговой цепи
2021-09-21 10:40:00,2021-09-21 10:50:00,ЛСБ,10,Транспортер ленточный подачи бревен,,натяжка,0.17,транспортерной ленты
2021-09-22 08:30:00,2021-09-22 10:10:00,,,Стол перегрузочный,,ослабление,1.67,гайки крепления шкива. Замена шпонки
2021-09-22 08:30:00,2021-09-22 10:10:00,,,Стол перегрузочный,,фиксация,1.67,
2021-09-22 08:30:00,2021-09-22 10:10:00,,,Стол перегрузочный,,натяжка,1.67,приводных ремней
2021-09-23 08:10:00,2021-09-23 08:20:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,регулировка,0.17,натяжения тяговой цепи
2021-09-24 09:15:00,2021-09-24 09:50:00,ЛСБ,5,Питатель с механизмом сброса 2,,замена звена,0.58,тяговой цепи
2021-09-25 08:50:00,2021-09-25 09:20:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена звена,0.5,тяговой цепи
2021-09-26 20:30:00,2021-09-26 20:55:00,ЦСС,17,Транспортёр оценочный (сортировочный) 2 с механизмом поштучной подачи доски,,заклинивание,0.42,тяговой цепи
2021-09-26 20:30:00,2021-09-26 20:55:00,ЦСС,17,Транспортёр оценочный (сортировочный) 2 с механизмом поштучной подачи доски,,натяжка,0.42,
2021-09-27 08:00:00,2021-09-27 14:20:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,,замена звена,6.33,3-х тяговых цепей
2021-09-27 08:00:00,2021-09-27 14:20:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,,замена,6.33,натяжных шпилек
2021-09-27 08:00:00,2021-09-27 14:20:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,,выравнивание,6.33,направляющей доски
2021-09-28 01:05:00,2021-09-28 02:20:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена,1.25,звеньев тяговой цепи
2021-09-29 08:15:00,2021-09-29 08:30:00,ЦСС,8,Транспортёр цепной с установкой поштучной торцовки доски,,протяжка,0.25,крепления двигателя торцовочной пилы
2021-10-01 08:00:00,2021-10-01 12:00:00,ЛСБ,14,3 Маслостанция3 ЛТ-2,,фильтрация,4.0,во время технологического простоя масла
2021-10-01 08:00:00,2021-10-01 12:00:00,ЛСБ,14,3 Маслостанция3 ЛТ-2,,замена,4.0,во время технологического простоя фильтров
2021-10-01 08:00:00,2021-10-01 12:00:00,ЛСБ,14,3 Маслостанция3 ЛТ-2,,чистка,4.0,во время технологического простоя маслянного бака
2021-10-02 08:00:00,2021-10-02 12:30:00,ЛСБ,14,1 Маслостанция1 механизмов сброса,,замена,4.5,во время технологического простоя фильтров
2021-10-02 08:00:00,2021-10-02 12:30:00,ЛСБ,14,1 Маслостанция1 механизмов сброса,,чистка,4.5,во время технологического простоя маслянного бака
2021-10-02 08:00:00,2021-10-02 12:30:00,ЛСБ,14,1 Маслостанция1 механизмов сброса,,фильтрация,4.5,во время технологического простоя масла
2021-10-03 20:10:00,2021-10-03 21:40:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,износ,1.5,приводного ремня нижнего пильного вала
2021-10-03 20:10:00,2021-10-03 21:40:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,замена,1.5,
2021-10-05 08:15:00,2021-10-05 17:10:00,ЦТГ,590,Скребковый конвейер,,демонтаж,8.92,во время технологического простоя транспортера
2021-10-06 08:50:00,2021-10-06 09:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена звена,0.83,тяговой цепи
2021-10-08 08:15:00,2021-10-08 17:45:00,ЦТГ,590,Скребковый конвейер,,установка,9.5,кабельканала
2021-10-08 08:15:00,2021-10-08 17:45:00,ЦТГ,590,Скребковый конвейер,,натяжка,9.5,тяговой цепи
2021-10-08 08:15:00,2021-10-08 17:45:00,ЦТГ,590,Скребковый конвейер,,установка,9.5,тяговой цепи
2021-10-08 08:15:00,2021-10-08 17:45:00,ЦТГ,590,Скребковый конвейер,,сварочные работы,9.5,работы
2021-10-08 08:15:00,2021-10-08 17:45:00,ЦТГ,590,Скребковый конвейер,,шлифовка,9.5,панелей транспортера
2021-10-09 10:40:00,2021-10-09 12:20:00,,,"Котельная, шнековый конвейер",,установка,1.67,и регулировка приводной звезды
2021-10-10 08:30:00,2021-10-10 09:00:00,ЛСБ,1,Грузовой стол 1,,замена,0.5,защитной панели приводного вала
2021-10-10 08:30:00,2021-10-10 09:00:00,ЛСБ,1,Грузовой стол 1,,снятие,0.5,
2021-10-13 08:00:00,2021-10-13 11:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,3.67,приводных звезд
2021-10-15 10:30:00,2021-10-15 10:50:00,ЦСС,20,Рольганг отвода пакетов на упаковочную машину,,замена,0.33,подшипниковой опоры
2021-10-16 09:30:00,2021-10-16 09:50:00,ЦЛП R250,,Компрессорная,,замена,0.33,во время работы цеха фильтрующих элементов отвода конденсата
2021-10-17 14:30:00,2021-10-17 15:00:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,,замена,0.5,цепи
2021-10-18 13:30:00,2021-10-18 14:00:00,ЦСС,15,Разобщитель досок (подъёмная горка) 2,,выравнивание,0.5,толкателя доски
2021-10-19 08:10:00,2021-10-19 09:30:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,замена,1.33,во время технологического простоя пневмоклапана (главный клапан выносных рябух)
2021-10-20 10:30:00,2021-10-20 11:00:00,ЛСБ,5,Питатель с механизмом сброса 2,,замена звена,0.5,тяговой цепи
2021-10-21 08:45:00,2021-10-21 09:15:00,ЦЛП R250,70,Устройство для разворота брёвен,,замена,0.5,болта крепления моторредуктора
2021-10-22 09:00:00,2021-10-22 09:10:00,ЦЛП R250,650,Цепные направляющие,,протяжка,0.17,конуса крепления тяговой звездочки
2021-10-25 15:20:00,2021-10-25 17:30:00,,,Пилорамма Р-63,,разворачивание,2.17,рельсов
2021-10-25 15:20:00,2021-10-25 17:30:00,,,Пилорамма Р-63,,сварочные работы,2.17,работы
2021-10-30 08:10:00,2021-10-30 14:20:00,ЦЛП R250,480,Скребковый конвейер,,замена,6.17,звеньев цепи
2021-10-30 08:10:00,2021-10-30 14:20:00,ЦЛП R250,480,Скребковый конвейер,,замена звена,6.17,тяговых цепей
2021-11-01 08:15:00,2021-11-01 08:35:00,ЦЛП R250,480,Скребковый конвейер,,установка,0.33,защитной панели тяговой цепи
2021-11-03 10:20:00,2021-11-03 10:35:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сход,0.25,тяговой цепи
2021-11-04 08:05:00,2021-11-04 11:40:00,ЛСБ,4,Грузовой стол 2,,замена звена,3.58,тяговой цепи
2021-11-04 08:05:00,2021-11-04 11:40:00,ЛСБ,4,Грузовой стол 2,,замена,3.58,сварочных швов тяговой звездочки
2021-11-05 10:00:00,2021-11-05 16:00:00,ЦЛП R250,480,Скребковый конвейер,,установка,6.0,во время технологического простоя тяговой цепи
2021-11-06 10:20:00,2021-11-06 10:30:00,ЦЛП R250,480,Скребковый конвейер,,натяжка,0.17,во время работы цеха тяговой цепи
2021-11-07 10:15:00,2021-11-07 11:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,1.25,кронштейна крепления тяговой цепи
2021-11-07 10:15:00,2021-11-07 11:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,1.25,тяговой цепи
2021-11-08 15:00:00,2021-11-08 15:15:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,во время технологического простоя ролика
2021-11-08 15:00:00,2021-11-08 15:15:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,во время технологического простоя пальца
2021-11-09 10:00:00,2021-11-09 18:00:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,замена,8.0,во время технологического простоя нижнего вала
2021-11-09 10:00:00,2021-11-09 18:00:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,замена,8.0,во время технологического простоя подшипников
2021-11-11 08:10:00,2021-11-11 09:00:00,ЦЛП R250,480,Скребковый конвейер,,натяжка,0.83,тяговой цепи
2021-11-12 08:10:00,2021-11-12 08:20:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,сварочные работы,0.17,работы защитной панели
2021-11-13 15:50:00,2021-11-13 16:30:00,ЦЛП R250,1040,Ленточный конвейер,,регулировка,0.67,транспортерной ленты
2021-11-15 09:20:00,2021-11-15 09:30:00,ЦЛП R250,1120,Цепные направляющие для реек и брусков,,сварочные работы,0.17,работы
2021-11-16 13:00:00,2021-11-16 14:50:00,ЛСБ,2,Питатель с механизмом сброса 1,,ревизия,1.83,во время технологического простоя распределителя сбрасывателя (неисправностей не выявлено)
2021-11-18 08:15:00,2021-11-18 09:40:00,ЛСБ,2,Питатель с механизмом сброса 1,,чистка,1.42,приводной звездочки
2021-11-18 08:15:00,2021-11-18 09:40:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена звена,1.42,приводной цепи
2021-11-20 08:30:00,2021-11-20 14:45:00,ЦТГ 2,50,Мультициклон,,замена,6.25,болтов крепления люка
2021-11-21 08:15:00,2021-11-21 08:50:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,0.58,скользящей направляющей
2021-11-22 09:00:00,2021-11-22 15:00:00,ЦТГ 2,560,"Склад пеллет, силос",,смещение,6.0,шкива электродвигателя
2021-11-22 09:00:00,2021-11-22 15:00:00,ЦТГ 2,560,"Склад пеллет, силос",,замена,6.0,приводных ремней
2021-11-23 15:30:00,2021-11-23 17:20:00,ЦТГ 2,360,Пресс - гранулятор,,утечка,1.83,масла из под люка обслуживания. Слив масла
2021-11-23 15:30:00,2021-11-23 17:20:00,ЦТГ 2,360,Пресс - гранулятор,,вскрытие,1.83,люка
2021-11-23 15:30:00,2021-11-23 17:20:00,ЦТГ 2,360,Пресс - гранулятор,,уплотнение,1.83,герметиком.
2021-11-24 09:00:00,2021-11-24 10:45:00,ЦЛП R250,610,Конвейер с поворачивающимися катками вместе с движущимся ленточным упором,,наращивание,1.75,во время технологического простоя боковой панели транспортера
2021-11-25 15:00:00,2021-11-25 15:20:00,ЦСС,2,"Лифт-подъёмник, порядный разделитель пакетов",,сварочные работы,0.33,работы
2021-11-26 08:00:00,2021-11-26 09:10:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,сварочные работы,1.17,работы
2021-11-27 09:30:00,2021-11-27 10:00:00,ЦЛП R250,680,Торцовочный узел пиломатериалов,,установка,0.5,электродвигателя
2021-11-28 08:10:00,2021-11-28 08:20:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,0.17,пневмоцилиндра
2021-11-29 10:00:00,2021-11-29 10:35:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,изготовление,0.58,и установка направляющей бревна
2021-11-30 13:00:00,2021-11-30 13:30:00,ЦТГ 2,560,"Склад пеллет, силос",,замена звена,0.5,приводных ремней
2021-11-30 13:00:00,2021-11-30 13:30:00,ЦТГ 2,560,"Склад пеллет, силос",,замена,0.5,
2021-12-02 15:00:00,2021-12-02 15:10:00,ЦСС,,Накопительный карман №6,,замена,0.17,пальца крепления направляющих роликов
2021-12-03 09:15:00,2021-12-03 09:35:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,замена звена,0.33,тяговой цепи
2021-12-04 09:00:00,2021-12-04 11:00:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,регулировка,2.0,направляющей движения каретки замены постава блока циркульных пил
2021-12-05 12:00:00,2021-12-05 12:45:00,ЦЛП R250,890,Кассеты для прокладок,,протяжка,0.75,механихмов захвата рейки
2021-12-06 08:30:00,2021-12-06 08:40:00,ЦЛП R250,820,Подаватель досок PLC TongLoader,,замена,0.17,опорного ролика
2021-12-07 08:10:00,2021-12-07 08:20:00,ЦСС,18,Пакета-формирующая машина,,доливка,0.17,масла в мотор-редуктор
2021-12-08 08:10:00,2021-12-08 09:50:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,1.67,подшипниковой опоры ведущего вала
2021-12-10 10:30:00,2021-12-10 11:00:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена,0.5,РВД
2021-12-11 08:00:00,2021-12-11 12:00:00,ЦТГ 2,360,Пресс - гранулятор,,замена,4.0,уплотнений
2021-12-12 08:30:00,2021-12-12 09:00:00,ЛСБ,5,Питатель с механизмом сброса 2,,протяжка,0.5,стопоров
2021-12-12 08:30:00,2021-12-12 09:00:00,ЛСБ,5,Питатель с механизмом сброса 2,,смещение,0.5,сбрасывателя
2021-12-13 08:30:00,2021-12-13 09:00:00,ЛСБ,5,Питатель с механизмом сброса 2,,протяжка,0.5,стопоров на подшипниковых опорах
2021-12-14 08:30:00,2021-12-14 09:50:00,ЦТГ 2,420,Конвейер - элеватор,,натяжка,1.33,элеватора
2021-12-14 08:30:00,2021-12-14 09:50:00,ЦТГ 2,420,Конвейер - элеватор,,регулировка,1.33,
2021-12-15 08:15:00,2021-12-15 09:00:00,ЦЛП R250,90,Окорочный станок,,замена,0.75,рычага креплеия ножа второго ротора
2021-12-15 08:15:00,2021-12-15 09:00:00,ЦЛП R250,90,Окорочный станок,,замена,0.75,
2021-12-16 10:00:00,2021-12-16 14:20:00,ЦТГ 2,230,Мельница,,замена,4.33,смазки в подшипниковых опорах ведущего вала
2021-12-17 08:30:00,2021-12-17 10:00:00,ЦТГ 2,580,Конвейер - элеватор,,натяжка,1.5,ленты элеватора
2021-12-17 08:30:00,2021-12-17 10:00:00,ЦТГ 2,580,Конвейер - элеватор,,регулировка,1.5,ленты
2021-12-18 17:10:00,2021-12-18 17:30:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.33,тяговой цепи
2021-12-18 17:10:00,2021-12-18 17:30:00,ЛСБ,4,Грузовой стол 2,,сварочные работы,0.33,работы
2021-12-19 14:20:00,2021-12-19 14:45:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.42,тяговой цепи
2021-12-19 14:20:00,2021-12-19 14:45:00,ЛСБ,4,Грузовой стол 2,,сварочные работы,0.42,работы
2021-12-20 13:00:00,2021-12-20 14:10:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена,1.17,скребка
2021-12-22 14:00:00,2021-12-22 14:20:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена звена,0.33,приводной цепи
2021-12-25 08:00:00,2021-12-25 08:15:00,ЦЛП R250,90,Окорочный станок,,установка,0.25,ножа 1-го ротора
2021-12-26 09:30:00,2021-12-26 10:00:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,тяговой цепи
2021-12-27 11:00:00,2021-12-27 11:30:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,установка,0.5,скребка
2021-12-28 10:00:00,2021-12-28 10:20:00,ЛСБ,2,Питатель с механизмом сброса 1,,сварочные работы,0.33,работы
2021-12-29 10:15:00,2021-12-29 10:30:00,ЦСС,2,"Лифт-подъёмник, порядный разделитель пакетов",,сварочные работы,0.25,работы
2021-12-30 08:45:00,2021-12-30 09:00:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сход,0.25,тяговой цепи
2021-12-31 10:20:00,2021-12-31 10:35:00,ЛСБ,2,Питатель с механизмом сброса 1,,сварочные работы,0.25,работы
2022-01-22 08:00:00,2022-01-22 08:50:00,ЦЛП R250,890,Кассеты для прокладок,,регулировка,0.83,пневмоцилиндра опускания рейки
2022-01-23 09:10:00,2022-01-23 09:35:00,ЛСБ,2,Питатель с механизмом сброса 1,,сварочные работы,0.42,работы
2022-01-25 10:00:00,2022-01-25 10:30:00,ЛСБ,2,Питатель с механизмом сброса 1,,сварочные работы,0.5,работы
2022-01-26 09:30:00,2022-01-26 09:50:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.33,тяговой цепи
2022-01-26 09:30:00,2022-01-26 09:50:00,ЛСБ,4,Грузовой стол 2,,сварочные работы,0.33,работы
2022-01-27 09:10:00,2022-01-27 09:25:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена звена,0.25,тяговой цепи
